Image Path,Asymmetry Score,Area,Perimeter,Circularity,Number of Colors,Sick
DermMel\train_sep\NotMelanoma\ISIC_0029907.jpg,1527195,20133,721,0.486684851,2,0
DermMel\train_sep\Melanoma\AUGmented_0_9434.jpeg,2142765,17735,2497,0.035744068,3,1
DermMel\train_sep\Melanoma\AUG_0_7764.jpeg,1796220,15208,1354,0.104242457,4,1
DermMel\train_sep\Melanoma\AUG_0_7740.jpeg,1612365,14797,1764,0.059756668,4,1
DermMel\train_sep\Melanoma\AUG_0_6235.jpeg,2630070,24554,2634,0.044473425,4,1
DermMel\train_sep\NotMelanoma\ISIC_0032692.jpg,4180725,87319,2661,0.154963304,3,0
DermMel\train_sep\Melanoma\AUG_0_5192.jpeg,1104150,6662,912,0.100652558,4,1
DermMel\train_sep\NotMelanoma\ISIC_0030161.jpg,1443810,17778,686,0.474727658,2,0
DermMel\train_sep\NotMelanoma\ISIC_0034206.jpg,6704205,73103,6760,0.020102574,2,0
DermMel\train_sep\Melanoma\AUGmented_0_6685.jpeg,3593205,22071,2164,0.059226676,4,1
DermMel\train_sep\NotMelanoma\ISIC_0024791.jpg,7232055,40069,1244,0.325370075,2,0
DermMel\train_sep\Melanoma\AUG_0_4809.jpeg,2155005,15765,2525,0.031072849,3,1
DermMel\train_sep\Melanoma\AUG_0_6003.jpeg,2278425,13645,1677,0.060970152,3,1
DermMel\train_sep\Melanoma\ISIC_0033806.jpg,9907515,89491,8685,0.014909037,3,1
DermMel\train_sep\Melanoma\AUG_0_4460.jpeg,1870170,16306,1202,0.141823555,4,1
DermMel\train_sep\NotMelanoma\ISIC_0030408.jpg,10934910,72066,8094,0.013823368,4,0
DermMel\train_sep\Melanoma\AUG_0_5785.jpeg,2837130,21332,2764,0.035088545,3,1
DermMel\train_sep\Melanoma\AUG_0_6327.jpeg,1788315,10977,1692,0.048182886,2,1
DermMel\train_sep\NotMelanoma\ISIC_0032539.jpg,4629270,58080,1822,0.219856711,2,0
DermMel\train_sep\NotMelanoma\ISIC_0031732.jpg,2725950,54794,2729,0.092456149,2,0
DermMel\train_sep\NotMelanoma\ISIC_0033170.jpg,9355695,98081,7019,0.02501752,2,0
DermMel\train_sep\NotMelanoma\ISIC_0031705.jpg,2237370,17858,1561,0.092095175,3,0
DermMel\train_sep\NotMelanoma\ISIC_0032124.jpg,6084045,66679,3152,0.084338627,2,0
DermMel\train_sep\NotMelanoma\ISIC_0024663.jpg,2447745,9599,450,0.595676995,2,0
DermMel\train_sep\NotMelanoma\ISIC_0024649.jpg,2208810,19466,1337,0.136843372,3,0
DermMel\train_sep\Melanoma\AUGmented_0_8118.jpeg,2089980,12332,1003,0.154042839,5,1
DermMel\train_sep\Melanoma\AUG_0_4687.jpeg,1435650,7028,660,0.202746677,3,1
DermMel\train_sep\NotMelanoma\ISIC_0024689.jpg,1659795,19755,893,0.311303483,3,0
DermMel\train_sep\NotMelanoma\ISIC_0032217.jpg,6348990,25032,949,0.349279414,2,0
DermMel\train_sep\Melanoma\AUG_0_4402.jpeg,1871700,23030,981,0.300722406,4,1
DermMel\train_sep\Melanoma\ISIC_0034180.jpg,9022920,80998,7180,0.019744006,2,1
DermMel\train_sep\Melanoma\AUG_0_6054.jpeg,1613385,22691,1022,0.27299941,3,1
DermMel\train_sep\NotMelanoma\ISIC_0033954.jpg,1728390,24156,1112,0.245485198,2,0
DermMel\train_sep\Melanoma\AUGmented_0_9900.jpeg,1176570,7890,1011,0.097002864,4,1
DermMel\train_sep\Melanoma\AUGmented_0_2370.jpeg,1865325,15833,992,0.202185372,5,1
DermMel\train_sep\Melanoma\AUG_0_9676.jpeg,1049835,12553,949,0.17515598,3,1
DermMel\train_sep\Melanoma\AUG_0_7018.jpeg,1436415,13685,1218,0.115920458,4,1
DermMel\train_sep\Melanoma\ISIC_0033570.jpg,7859355,73205,7307,0.017229489,3,1
DermMel\train_sep\NotMelanoma\ISIC_0026289.jpg,949110,18012,888,0.28704228,3,0
DermMel\train_sep\NotMelanoma\ISIC_0024850.jpg,12313695,56039,8976,0.008740465,3,0
DermMel\train_sep\NotMelanoma\ISIC_0032289.jpg,4828935,27059,755,0.596523701,3,0
DermMel\train_sep\Melanoma\AUGmented_0_9381.jpeg,2096865,13015,2127,0.036150895,3,1
DermMel\train_sep\NotMelanoma\ISIC_0026274.jpg,3833925,79375,2314,0.186280285,2,0
DermMel\train_sep\NotMelanoma\ISIC_0030046.jpg,10681440,50434,3219,0.061163359,2,0
DermMel\train_sep\NotMelanoma\ISIC_0025921.jpg,7575795,53547,1573,0.271949061,2,0
DermMel\train_sep\Melanoma\AUGmented_0_6566.jpeg,737460,4824,293,0.706125544,2,1
DermMel\train_sep\NotMelanoma\ISIC_0032395.jpg,6597870,67716,6310,0.021371866,4,0
DermMel\train_sep\NotMelanoma\ISIC_0025887.jpg,9055815,97875,6174,0.032266242,4,0
DermMel\train_sep\Melanoma\ISIC_0025766.jpg,3235185,34127,2767,0.056013106,4,1
DermMel\train_sep\Melanoma\AUG_0_6710.jpeg,647700,5912,844,0.104294017,4,1
DermMel\train_sep\NotMelanoma\ISIC_0034142.jpg,15462945,98623,11349,0.009622167,2,0
DermMel\train_sep\NotMelanoma\ISIC_0032136.jpg,8545815,85957,7140,0.021188231,4,0
DermMel\train_sep\NotMelanoma\ISIC_0030388.jpg,6953340,27560,1115,0.278573206,2,0
DermMel\train_sep\NotMelanoma\ISIC_0030260.jpg,3532005,25667,1924,0.087131429,3,0
DermMel\train_sep\Melanoma\ISIC_0033624.jpg,12029370,78710,6691,0.022093154,4,1
DermMel\train_sep\NotMelanoma\ISIC_0024423.jpg,3896910,32078,1657,0.146815575,2,0
DermMel\train_sep\NotMelanoma\ISIC_0033237.jpg,7800195,84377,5735,0.032237926,2,0
DermMel\train_sep\Melanoma\AUGmented_0_8742.jpeg,2407965,16851,2352,0.038279029,3,1
DermMel\train_sep\NotMelanoma\ISIC_0025329.jpg,8484615,41801,6103,0.014102944,2,0
DermMel\train_sep\NotMelanoma\ISIC_0025104.jpg,1688355,44095,1288,0.334016165,2,0
DermMel\train_sep\NotMelanoma\ISIC_0033963.jpg,2211615,30739,1744,0.127000853,3,0
DermMel\train_sep\Melanoma\AUG_0_5267.jpeg,2386035,15261,1828,0.057390561,3,1
DermMel\train_sep\NotMelanoma\ISIC_0031862.jpg,10989225,85103,6541,0.024995765,3,0
DermMel\train_sep\Melanoma\AUGmented_0_1825.jpeg,1476960,11388,563,0.451482096,3,1
DermMel\train_sep\NotMelanoma\ISIC_0024524.jpg,653055,12543,584,0.462152804,4,0
DermMel\train_sep\Melanoma\AUG_0_5725.jpeg,3084990,14286,2239,0.03581066,2,1
DermMel\train_sep\NotMelanoma\ISIC_0029598.jpg,13809780,98212,10994,0.010210875,4,0
DermMel\train_sep\NotMelanoma\ISIC_0033640.jpg,2035155,23215,770,0.492036252,2,0
DermMel\train_sep\NotMelanoma\ISIC_0031511.jpg,11014725,144875,2734,0.243560183,2,0
DermMel\train_sep\NotMelanoma\ISIC_0031555.jpg,946815,12379,953,0.171281172,3,0
DermMel\train_sep\Melanoma\AUG_0_7035.jpeg,1343085,13747,1339,0.096351092,4,1
DermMel\train_sep\NotMelanoma\ISIC_0032565.jpg,4744530,56664,5076,0.027635916,2,0
DermMel\train_sep\Melanoma\ISIC_0034101.jpg,3259665,55191,2890,0.083039063,6,1
DermMel\train_sep\Melanoma\AUGmented_0_5432.jpeg,1880880,12884,1307,0.094778407,2,1
DermMel\train_sep\Melanoma\AUG_0_9349.jpeg,2742525,14721,2372,0.03287894,3,1
DermMel\train_sep\Melanoma\AUG_0_7773.jpeg,2243235,16659,1470,0.096877768,8,1
DermMel\train_sep\Melanoma\AUGmented_0_9355.jpeg,2020365,19027,1633,0.089661874,2,1
DermMel\train_sep\Melanoma\ISIC_0028565.jpg,2653020,30676,2552,0.059189852,3,1
DermMel\train_sep\NotMelanoma\ISIC_0032640.jpg,7551315,76263,2386,0.168338274,4,0
DermMel\train_sep\NotMelanoma\ISIC_0034164.jpg,3852030,84594,2650,0.151376227,2,0
DermMel\train_sep\Melanoma\AUG_0_5263.jpeg,2582640,14568,1335,0.102718168,2,1
DermMel\train_sep\NotMelanoma\ISIC_0024569.jpg,4233255,34263,3418,0.036854552,3,0
DermMel\train_sep\NotMelanoma\ISIC_0025641.jpg,2299590,18338,849,0.319702809,5,0
DermMel\train_sep\NotMelanoma\ISIC_0030051.jpg,8033010,79150,2688,0.137658253,2,0
DermMel\train_sep\Melanoma\AUG_0_9358.jpeg,1608030,24918,1236,0.204968019,3,1
DermMel\train_sep\NotMelanoma\ISIC_0030412.jpg,5207610,20422,671,0.569984565,2,0
DermMel\train_sep\NotMelanoma\ISIC_0033375.jpg,1562895,35355,1303,0.261680809,3,0
DermMel\train_sep\NotMelanoma\ISIC_0033309.jpg,13611645,80115,9727,0.010640594,5,0
DermMel\train_sep\NotMelanoma\ISIC_0029442.jpg,1855635,13343,648,0.399312898,2,0
DermMel\train_sep\Melanoma\ISIC_0024496.jpg,2105790,47534,2423,0.10174367,4,1
DermMel\train_sep\NotMelanoma\ISIC_0029525.jpg,13676925,90513,14019,0.005787443,4,0
DermMel\train_sep\Melanoma\AUG_0_7637.jpeg,1436415,12553,1781,0.04973127,2,1
DermMel\train_sep\NotMelanoma\ISIC_0024766.jpg,3962700,17738,1089,0.187957108,2,0
DermMel\train_sep\NotMelanoma\ISIC_0030386.jpg,17393550,128018,4125,0.094543787,2,0
DermMel\train_sep\Melanoma\AUG_0_6296.jpeg,2150415,13577,1985,0.043300475,2,1
DermMel\train_sep\Melanoma\AUG_0_4976.jpeg,403665,4559,321,0.555993087,3,1
DermMel\train_sep\Melanoma\AUGmented_0_5748.jpeg,2594370,17726,1756,0.072238977,3,1
DermMel\train_sep\NotMelanoma\ISIC_0031385.jpg,2047395,19505,1212,0.166859362,3,0
DermMel\train_sep\Melanoma\AUG_0_9849.jpeg,713745,7545,453,0.46203269,5,1
DermMel\train_sep\NotMelanoma\ISIC_0031927.jpg,17116110,101790,8378,0.018223604,4,0
DermMel\train_sep\Melanoma\ISIC_0025277.jpg,7229505,73183,2640,0.131950858,7,1
DermMel\train_sep\NotMelanoma\ISIC_0032417.jpg,4089945,36161,3715,0.032925521,3,0
DermMel\train_sep\Melanoma\ISIC_0032736.jpg,12662790,75448,5618,0.030039599,4,1
DermMel\train_sep\Melanoma\AUG_0_5685.jpeg,1198500,7114,1041,0.082493982,5,1
DermMel\train_sep\NotMelanoma\ISIC_0031978.jpg,6312015,131865,3896,0.109169547,2,0
DermMel\train_sep\Melanoma\AUGmented_0_468.jpeg,1721250,14522,2172,0.038682689,2,1
DermMel\train_sep\Melanoma\AUGmented_0_8936.jpeg,1326255,12245,864,0.206129984,4,1
DermMel\train_sep\NotMelanoma\ISIC_0031382.jpg,4506105,56337,1082,0.604712658,3,0
DermMel\train_sep\Melanoma\AUG_0_7424.jpeg,1678920,7668,977,0.100949191,7,1
DermMel\train_sep\Melanoma\AUGmented_0_9317.jpeg,685695,8107,677,0.222276065,3,1
DermMel\train_sep\NotMelanoma\ISIC_0029894.jpg,7662750,50224,2583,0.094595908,3,0
DermMel\train_sep\NotMelanoma\ISIC_0025044.jpg,3855600,16476,772,0.347397786,4,0
DermMel\train_sep\NotMelanoma\ISIC_0024965.jpg,10147980,66246,12663,0.005191541,3,0
DermMel\train_sep\NotMelanoma\ISIC_0033078.jpg,6704460,99826,5084,0.048533594,3,0
DermMel\train_sep\NotMelanoma\ISIC_0033682.jpg,4050420,27860,1912,0.095766849,3,0
DermMel\train_sep\NotMelanoma\ISIC_0024643.jpg,8761290,51666,4846,0.027646992,1,0
DermMel\train_sep\NotMelanoma\ISIC_0026270.jpg,2023425,52177,1555,0.271161597,5,0
DermMel\train_sep\Melanoma\AUG_0_7133.jpeg,2362320,15382,1505,0.085339417,2,1
DermMel\train_sep\NotMelanoma\ISIC_0032549.jpg,3339735,85667,3675,0.079709252,5,0
DermMel\train_sep\NotMelanoma\ISIC_0033712.jpg,1698555,27569,1995,0.08704525,3,0
DermMel\train_sep\NotMelanoma\ISIC_0033076.jpg,1175040,36300,1547,0.19060569,4,0
DermMel\train_sep\Melanoma\AUGmented_0_9952.jpeg,1674585,10531,1212,0.090089513,4,1
DermMel\train_sep\Melanoma\AUG_0_4385.jpeg,2158830,13974,2180,0.03695027,4,1
DermMel\train_sep\Melanoma\AUG_0_7095.jpeg,1677135,7459,743,0.169790287,3,1
DermMel\train_sep\Melanoma\AUG_0_6400.jpeg,2193510,17302,2586,0.032512408,4,1
DermMel\train_sep\Melanoma\AUG_0_5810.jpeg,285090,2856,254,0.556289207,3,1
DermMel\train_sep\Melanoma\AUG_0_6289.jpeg,958035,6959,847,0.121896119,2,1
DermMel\train_sep\NotMelanoma\ISIC_0032427.jpg,3407820,115494,2121,0.322617521,2,0
DermMel\train_sep\NotMelanoma\ISIC_0034045.jpg,1728900,14878,947,0.208475229,2,0
DermMel\train_sep\NotMelanoma\ISIC_0029758.jpg,3372375,20619,1421,0.12831851,2,0
DermMel\train_sep\Melanoma\AUGmented_0_6801.jpeg,3083715,19401,2539,0.037818873,3,1
DermMel\train_sep\Melanoma\ISIC_0033653.jpg,7670910,58042,3920,0.047465723,3,1
DermMel\train_sep\Melanoma\AUG_0_9845.jpeg,1397655,14621,581,0.544295416,2,1
DermMel\train_sep\NotMelanoma\ISIC_0026134.jpg,2127720,35808,1457,0.211968255,2,0
DermMel\train_sep\NotMelanoma\ISIC_0029633.jpg,12069660,67906,10213,0.008181093,3,0
DermMel\train_sep\Melanoma\AUG_0_5923.jpeg,2104515,10659,1504,0.059214853,2,1
DermMel\train_sep\Melanoma\AUG_0_4144.jpeg,1661325,10077,1626,0.047896088,4,1
DermMel\train_sep\Melanoma\ISIC_0033304.jpg,3017925,52435,2016,0.162125034,4,1
DermMel\train_sep\Melanoma\AUG_0_5112.jpeg,891480,8180,452,0.503137049,4,1
DermMel\train_sep\NotMelanoma\ISIC_0026234.jpg,1916325,7515,536,0.32870724,2,0
DermMel\train_sep\NotMelanoma\ISIC_0033943.jpg,7556925,88065,8170,0.016579411,3,0
DermMel\train_sep\Melanoma\AUGmented_0_6236.jpeg,1041675,14307,1130,0.140799643,3,1
DermMel\train_sep\NotMelanoma\ISIC_0024492.jpg,5578890,35430,4464,0.022342545,2,0
DermMel\train_sep\Melanoma\AUG_0_4220.jpeg,2302650,12138,1260,0.09607622,6,1
DermMel\train_sep\Melanoma\AUG_0_4448.jpeg,3035520,21482,3319,0.024505867,2,1
DermMel\train_sep\Melanoma\AUGmented_0_5341.jpeg,785910,3530,244,0.74508345,2,1
DermMel\train_sep\Melanoma\ISIC_0033638.jpg,4693785,30551,3380,0.033604845,4,1
DermMel\train_sep\Melanoma\AUGmented_0_6260.jpeg,2012970,12092,1704,0.052332179,4,1
DermMel\train_sep\NotMelanoma\ISIC_0029654.jpg,5455470,28022,3097,0.036713567,3,0
DermMel\train_sep\Melanoma\AUGmented_0_6265.jpeg,2028525,10707,2031,0.032618037,3,1
DermMel\train_sep\NotMelanoma\ISIC_0033692.jpg,6140145,41691,3302,0.048050514,3,0
DermMel\train_sep\NotMelanoma\ISIC_0032035.jpg,1657500,19018,741,0.43524951,4,0
DermMel\train_sep\NotMelanoma\ISIC_0031399.jpg,5955525,46663,2667,0.082439716,2,0
DermMel\train_sep\Melanoma\AUG_0_6613.jpeg,905250,6024,453,0.368891309,3,1
DermMel\train_sep\NotMelanoma\ISIC_0029699.jpg,7939680,44982,6946,0.011715992,2,0
DermMel\train_sep\NotMelanoma\ISIC_0032154.jpg,8917860,76018,4851,0.040594178,6,0
DermMel\train_sep\Melanoma\AUGmented_0_6100.jpeg,2768790,14026,1303,0.103813747,5,1
DermMel\train_sep\NotMelanoma\ISIC_0034198.jpg,3085755,33713,806,0.652134507,3,0
DermMel\train_sep\NotMelanoma\ISIC_0025267.jpg,5074245,54097,3009,0.075082491,5,0
DermMel\train_sep\Melanoma\ISIC_0027101.jpg,8890575,83651,6927,0.021907389,4,1
DermMel\train_sep\NotMelanoma\ISIC_0029777.jpg,3688065,66483,2845,0.103218117,2,0
DermMel\train_sep\Melanoma\AUG_0_4246.jpeg,1159230,12190,521,0.564336477,3,1
DermMel\train_sep\NotMelanoma\ISIC_0029476.jpg,12708690,73298,11113,0.007458292,4,0
DermMel\train_sep\NotMelanoma\ISIC_0024764.jpg,1374705,28939,1242,0.235749181,2,0
DermMel\train_sep\Melanoma\AUG_0_4412.jpeg,2050200,15964,1490,0.090360588,4,1
DermMel\train_sep\Melanoma\AUG_0_7090.jpeg,2515320,13602,1828,0.051151721,2,1
DermMel\train_sep\NotMelanoma\ISIC_0031767.jpg,8454270,59342,13751,0.003943696,2,0
DermMel\train_sep\NotMelanoma\ISIC_0034184.jpg,4825365,39339,2557,0.075608692,2,0
DermMel\train_sep\NotMelanoma\ISIC_0033690.jpg,4214895,30249,2020,0.093157569,2,0
DermMel\train_sep\Melanoma\ISIC_0032888.jpg,7987110,90524,2422,0.193921214,4,1
DermMel\train_sep\Melanoma\AUG_0_4270.jpeg,2083350,16554,882,0.267408769,3,1
DermMel\train_sep\Melanoma\ISIC_0033180.jpg,2325855,42047,2534,0.082287081,3,1
DermMel\train_sep\Melanoma\AUG_0_6257.jpeg,2536740,17240,2830,0.027050435,3,1
DermMel\train_sep\Melanoma\AUG_0_7378.jpeg,2289390,10386,351,1.059360924,5,1
DermMel\train_sep\NotMelanoma\ISIC_0029579.jpg,10017930,40846,1229,0.339825239,2,0
DermMel\train_sep\Melanoma\AUG_0_4086.jpeg,1461405,8013,784,0.163822248,2,1
DermMel\train_sep\NotMelanoma\ISIC_0026178.jpg,13166160,96312,10191,0.011653508,5,0
DermMel\train_sep\Melanoma\ISIC_0033166.jpg,1064370,42016,1592,0.208323585,4,1
DermMel\train_sep\NotMelanoma\ISIC_0032410.jpg,10423635,70203,9286,0.010230767,5,0
DermMel\train_sep\Melanoma\AUG_0_5147.jpeg,3274710,21586,2897,0.032321019,3,1
DermMel\train_sep\Melanoma\AUG_0_6424.jpeg,2913120,20500,3390,0.022416321,2,1
DermMel\train_sep\Melanoma\AUG_0_7750.jpeg,545700,4268,353,0.430412489,4,1
DermMel\train_sep\NotMelanoma\ISIC_0026066.jpg,6593790,33728,4438,0.021519187,2,0
DermMel\train_sep\Melanoma\ISIC_0033476.jpg,4074900,118006,2475,0.242082584,3,1
DermMel\train_sep\NotMelanoma\ISIC_0024377.jpg,5695170,34090,2037,0.103241619,5,0
DermMel\train_sep\NotMelanoma\ISIC_0026206.jpg,2340135,27987,1508,0.154654845,4,0
DermMel\train_sep\Melanoma\AUG_0_6281.jpeg,1226295,9287,1191,0.082273844,7,1
DermMel\train_sep\NotMelanoma\ISIC_0031596.jpg,7477110,73058,6042,0.025148738,5,0
DermMel\train_sep\Melanoma\AUG_0_9967.jpeg,2179485,12743,1132,0.124965086,3,1
DermMel\train_sep\NotMelanoma\ISIC_0026285.jpg,6765150,100714,9807,0.013159135,2,0
DermMel\train_sep\Melanoma\AUG_0_7345.jpeg,1235730,12008,1470,0.069830616,2,1
DermMel\train_sep\NotMelanoma\ISIC_0025981.jpg,3145425,32551,1120,0.326090505,2,0
DermMel\train_sep\NotMelanoma\ISIC_0030068.jpg,7159125,39217,3084,0.051814999,3,0
DermMel\train_sep\Melanoma\AUG_0_9479.jpeg,2485230,10912,800,0.214256619,3,1
DermMel\train_sep\Melanoma\AUGmented_0_9869.jpeg,2343450,15552,2281,0.037561726,2,1
DermMel\train_sep\NotMelanoma\ISIC_0025120.jpg,4992390,115962,3800,0.100915614,4,0
DermMel\train_sep\NotMelanoma\ISIC_0032102.jpg,9582135,104461,2473,0.214642546,5,0
DermMel\train_sep\Melanoma\ISIC_0034059.jpg,12169365,99791,8735,0.016435216,3,1
DermMel\train_sep\NotMelanoma\ISIC_0030315.jpg,6600420,124092,2547,0.240378576,2,0
DermMel\train_sep\Melanoma\AUG_0_5739.jpeg,3087285,20759,2464,0.042966986,3,1
DermMel\train_sep\NotMelanoma\ISIC_0032141.jpg,4381665,53531,3845,0.045501167,3,0
DermMel\train_sep\Melanoma\AUGmented_0_2063.jpeg,319260,4940,494,0.254379972,3,1
DermMel\train_sep\Melanoma\AUG_0_9264.jpeg,1864050,14452,2073,0.042260946,5,1
DermMel\train_sep\Melanoma\AUG_0_6297.jpeg,1817130,20226,2060,0.059894291,3,1
DermMel\train_sep\NotMelanoma\ISIC_0024520.jpg,4100400,46188,2670,0.081417263,3,0
DermMel\train_sep\Melanoma\AUG_0_4518.jpeg,2586465,20051,1911,0.068996097,3,1
DermMel\train_sep\Melanoma\AUG_0_4468.jpeg,1720230,12396,1512,0.06813776,2,1
DermMel\train_sep\Melanoma\ISIC_0028543.jpg,8206155,102889,7256,0.024557506,5,1
DermMel\train_sep\Melanoma\AUG_0_6961.jpeg,1140870,8356,995,0.106062567,4,1
DermMel\train_sep\Melanoma\ISIC_0031900.jpg,9667815,81061,7832,0.016606437,2,1
DermMel\train_sep\NotMelanoma\ISIC_0032765.jpg,11309250,121930,10003,0.015312987,3,0
DermMel\train_sep\NotMelanoma\ISIC_0032437.jpg,11586945,65249,9590,0.008915517,2,0
DermMel\train_sep\NotMelanoma\ISIC_0024667.jpg,5446800,33978,3195,0.041827889,2,0
DermMel\train_sep\NotMelanoma\ISIC_0033087.jpg,3058725,56155,2048,0.168243537,3,0
DermMel\train_sep\NotMelanoma\ISIC_0031634.jpg,3512880,23704,1262,0.187030654,2,0
DermMel\train_sep\Melanoma\AUGmented_0_8121.jpeg,2533170,11012,1254,0.08799966,2,1
DermMel\train_sep\Melanoma\AUG_0_4436.jpeg,2473755,17315,2424,0.037031144,3,1
DermMel\train_sep\NotMelanoma\ISIC_0031518.jpg,2587995,29921,1597,0.147426697,3,0
DermMel\train_sep\Melanoma\AUG_0_9954.jpeg,41310,1584,157,0.807543148,2,1
DermMel\train_sep\Melanoma\AUG_0_5083.jpeg,2752470,16266,1392,0.105490211,3,1
DermMel\train_sep\Melanoma\AUG_0_4207.jpeg,932535,6827,490,0.357312004,3,1
DermMel\train_sep\Melanoma\AUG_0_6313.jpeg,1573095,15319,1413,0.09641752,3,1
DermMel\train_sep\NotMelanoma\ISIC_0024684.jpg,7882305,139095,7765,0.028989349,4,0
DermMel\train_sep\NotMelanoma\ISIC_0034060.jpg,2075445,27793,1494,0.156474689,3,0
DermMel\train_sep\Melanoma\AUGmented_0_6291.jpeg,2653530,14768,2351,0.033575794,3,1
DermMel\train_sep\Melanoma\AUG_0_6558.jpeg,1886490,16636,2243,0.041552794,4,1
DermMel\train_sep\NotMelanoma\ISIC_0032772.jpg,3771450,45806,1104,0.472274053,5,0
DermMel\train_sep\Melanoma\AUGmented_0_5708.jpeg,3067905,18169,2412,0.039245176,2,1
DermMel\train_sep\NotMelanoma\ISIC_0031990.jpg,7697430,97740,9469,0.01369853,2,0
DermMel\train_sep\Melanoma\AUGmented_0_771.jpeg,2717280,20274,2784,0.032870843,3,1
DermMel\train_sep\NotMelanoma\ISIC_0030314.jpg,4323270,20952,2397,0.045824663,2,0
DermMel\train_sep\Melanoma\AUGmented_0_5407.jpeg,1526430,9656,997,0.122072209,7,1
DermMel\train_sep\NotMelanoma\ISIC_0033313.jpg,3373395,41601,3439,0.044202749,2,0
DermMel\train_sep\NotMelanoma\ISIC_0026083.jpg,11139420,88082,8674,0.014711542,6,0
DermMel\train_sep\Melanoma\AUG_0_9918.jpeg,2191470,13256,1439,0.080445318,3,1
DermMel\train_sep\NotMelanoma\ISIC_0029623.jpg,8501190,109710,7834,0.022464096,3,0
DermMel\train_sep\Melanoma\AUGmented_0_6818.jpeg,1725585,7833,806,0.151519283,3,1
DermMel\train_sep\Melanoma\AUGmented_0_5548.jpeg,2267460,17590,1885,0.062208968,3,1
DermMel\train_sep\Melanoma\AUGmented_0_9757.jpeg,2518380,15060,2473,0.030944723,2,1
DermMel\train_sep\NotMelanoma\ISIC_0024707.jpg,15230895,127807,14917,0.007217745,2,0
DermMel\train_sep\NotMelanoma\ISIC_0025198.jpg,1059015,13415,655,0.392932491,3,0
DermMel\train_sep\NotMelanoma\ISIC_0034178.jpg,3460605,56035,3189,0.069240501,2,0
DermMel\train_sep\NotMelanoma\ISIC_0031720.jpg,379695,6505,323,0.783523669,2,0
DermMel\train_sep\Melanoma\ISIC_0024929.jpg,10607235,132005,6111,0.044419706,4,1
DermMel\train_sep\NotMelanoma\ISIC_0024559.jpg,8717685,88759,2227,0.224896051,2,0
DermMel\train_sep\NotMelanoma\ISIC_0033389.jpg,5320065,53865,3572,0.053051006,4,0
DermMel\train_sep\NotMelanoma\ISIC_0025344.jpg,3143130,60174,2176,0.159698547,2,0
DermMel\train_sep\Melanoma\ISIC_0032511.jpg,11103465,93239,7963,0.018477961,4,1
DermMel\train_sep\Melanoma\AUG_0_4627.jpeg,3137265,23927,2433,0.050794173,2,1
DermMel\train_sep\NotMelanoma\ISIC_0024956.jpg,2972025,26959,1545,0.141924272,3,0
DermMel\train_sep\Melanoma\AUG_0_4420.jpeg,542640,5296,666,0.150040804,4,1
DermMel\train_sep\NotMelanoma\ISIC_0024386.jpg,17269365,161719,14731,0.009364971,2,0
DermMel\train_sep\Melanoma\ISIC_0027300.jpg,13310235,102259,9865,0.013204356,6,1
DermMel\train_sep\NotMelanoma\ISIC_0029405.jpg,8141895,87629,7872,0.017770005,4,0
DermMel\train_sep\NotMelanoma\ISIC_0029716.jpg,6508110,69166,2810,0.110075302,2,0
DermMel\train_sep\NotMelanoma\ISIC_0033693.jpg,6792180,68742,6349,0.021429961,6,0
DermMel\train_sep\Melanoma\ISIC_0033578.jpg,11645085,90143,10138,0.011021414,2,1
DermMel\train_sep\Melanoma\AUG_0_7835.jpeg,1375215,15447,1530,0.082922264,2,1
DermMel\train_sep\Melanoma\ISIC_0032207.jpg,9771090,84066,9301,0.012211555,4,1
DermMel\train_sep\Melanoma\AUG_0_4682.jpeg,2442900,15714,2646,0.028204404,3,1
DermMel\train_sep\Melanoma\AUGmented_0_6244.jpeg,1263015,8419,987,0.108601561,5,1
DermMel\train_sep\NotMelanoma\ISIC_0025040.jpg,9937860,75940,5576,0.030692688,3,0
DermMel\train_sep\Melanoma\AUGmented_0_1614.jpeg,2339370,13728,1591,0.068151713,3,1
DermMel\train_sep\NotMelanoma\ISIC_0032757.jpg,2167245,49851,2098,0.14232224,3,0
DermMel\train_sep\NotMelanoma\ISIC_0024844.jpg,13749600,76314,2766,0.125345784,2,0
DermMel\train_sep\NotMelanoma\ISIC_0032473.jpg,1620270,17510,1231,0.145204443,2,0
DermMel\train_sep\Melanoma\AUG_0_7784.jpeg,2504610,19130,1399,0.122825744,3,1
DermMel\train_sep\Melanoma\AUGmented_0_5026.jpeg,1131690,5098,448,0.319193227,4,1
DermMel\train_sep\NotMelanoma\ISIC_0032153.jpg,13415550,77684,6522,0.02294985,2,0
DermMel\train_sep\NotMelanoma\ISIC_0033140.jpg,8294640,51844,2423,0.110968966,2,0
DermMel\train_sep\Melanoma\AUG_0_6685.jpeg,2640780,19958,3001,0.027848057,3,1
DermMel\train_sep\Melanoma\AUGmented_0_5807.jpeg,1423410,7654,1051,0.087074881,3,1
DermMel\train_sep\NotMelanoma\ISIC_0033433.jpg,15122775,95771,6739,0.026500433,3,0
DermMel\train_sep\NotMelanoma\ISIC_0025130.jpg,16723155,107263,12594,0.008498307,2,0
DermMel\train_sep\NotMelanoma\ISIC_0029985.jpg,14740275,127979,14767,0.007375034,7,0
DermMel\train_sep\NotMelanoma\ISIC_0031749.jpg,9824640,65496,8882,0.010432853,4,0
DermMel\train_sep\Melanoma\AUGmented_0_375.jpeg,1977270,20140,1709,0.08665332,6,1
